SalesPersonID,GeoID,ProductID,Date,Sales,Quantity,Revenue,SalesPersonName,Brand,Location,Country,Region,ProductName,Category,Size,Price
SP18,G6,P01,2022-03-25 00:00:00,4809,55,401,Madelene Upcott,Jucies,Wellington,UK,Europe,Milk Bars,Bars,LARGE,1.52
SP03,G4,P21,2021-03-18 00:00:00,5033,472,315,Gunar Cockshoot,Yummies,Hyderabad,New Zealand,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP14,G3,P14,2022-02-18 00:00:00,6181,18,619,Dotty Strutley,Delish,Wellington,Canada,Americas,White Choc,Other,SMALL,0.16
SP24,G3,P05,2021-01-11 00:00:00,8323,199,463,Roddy Speechley,Delish,Seattle,Canada,Americas,Mint Chip Choco,Bars,LARGE,1.54
SP25,G4,P10,2022-01-25 00:00:00,5082,314,283,Camilla Castle,Delish,Seattle,New Zealand,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP04,G4,P18,2021-01-08 00:00:00,7770,98,1110,Wilone O\'Kielt,Delish,Hyderabad,New Zealand,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP21,G6,P15,2021-03-26 00:00:00,2177,115,81,Mallorie Waber,,Seattle,UK,Europe,Baker\'s Choco Chips,Bars,SMALL,3.4
SP19,G3,P04,2021-03-31 00:00:00,854,188,48,Beverie Moffet,Jucies,Seattle,Canada,Americas,Raspberry Choco,Bars,LARGE,4.09
SP01,G5,P01,2021-08-16 00:00:00,6370,142,708,Barr Faughny,Yummies,Hyderabad,Australia,APAC,Milk Bars,Bars,LARGE,1.52
SP04,G1,P19,2021-02-22 00:00:00,8862,146,403,Wilone O\'Kielt,Delish,Hyderabad,India,APAC,70% Dark Bites,Bites,SMALL,4.97
SP03,G4,P18,2021-10-19 00:00:00,9184,88,1148,Gunar Cockshoot,Yummies,Hyderabad,New Zealand,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP16,G5,P13,2022-03-24 00:00:00,1505,66,72,Marney O\'Breen,Jucies,Wellington,Australia,APAC,85% Dark Bars,Bars,SMALL,0.64
SP20,G4,P22,2021-06-03 00:00:00,4956,153,207,Oby Sorrel,Jucies,Seattle,New Zealand,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP16,G4,P06,2021-09-10 00:00:00,8295,274,488,Marney O\'Breen,Jucies,Wellington,New Zealand,APAC,Eclairs,Bites,LARGE,2.24
SP09,G2,P17,2021-09-20 00:00:00,1015,17,85,Andria Kimpton,Jucies,Hyderabad,USA,Americas,Caramel Stuffed Bars,Bars,SMALL,0.54
SP05,G6,P01,2021-11-18 00:00:00,9996,110,909,Gigi Bohling,Delish,Hyderabad,UK,Europe,Milk Bars,Bars,LARGE,1.52
SP04,G4,P16,2021-08-27 00:00:00,6230,112,693,Wilone O\'Kielt,Delish,Hyderabad,New Zealand,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP22,G6,P16,2021-01-19 00:00:00,5544,274,792,Jehu Rudeforth,,Seattle,UK,Europe,Organic Choco Syrup,Other,SMALL,1.47
SP02,G6,P05,2021-02-22 00:00:00,1904,112,119,Dennison Crosswaite,Yummies,Hyderabad,UK,Europe,Mint Chip Choco,Bars,LARGE,1.54
SP04,G1,P10,2021-03-01 00:00:00,3563,330,210,Wilone O\'Kielt,Delish,Hyderabad,India,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP09,G1,P07,2021-12-30 00:00:00,6468,82,270,Andria Kimpton,Jucies,Hyderabad,India,APAC,Drinking Coco,Other,LARGE,1.62
SP23,G2,P07,2022-02-24 00:00:00,11851,374,494,Van Tuxwell,Yummies,Seattle,USA,Americas,Drinking Coco,Other,LARGE,1.62
SP25,G5,P21,2021-03-01 00:00:00,3521,236,221,Camilla Castle,Delish,Seattle,Australia,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP18,G4,P17,2021-11-11 00:00:00,3409,334,263,Madelene Upcott,Jucies,Wellington,New Zealand,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP04,G4,P21,2021-12-31 00:00:00,4249,325,266,Wilone O\'Kielt,Delish,Hyderabad,New Zealand,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP12,G3,P20,2021-03-26 00:00:00,7581,233,474,Karlen McCaffrey,Yummies,Wellington,Canada,Americas,Smooth Sliky Salty,Bars,SMALL,2.97
SP13,G4,P16,2022-02-07 00:00:00,5992,330,666,Jan Morforth,Delish,Wellington,New Zealand,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP05,G1,P05,2021-09-21 00:00:00,9289,81,547,Gigi Bohling,Delish,Hyderabad,India,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP15,G4,P10,2021-02-04 00:00:00,8792,130,489,Kelci Walkden,Yummies,Wellington,New Zealand,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP05,G4,P05,2021-04-27 00:00:00,490,13,31,Gigi Bohling,Delish,Hyderabad,New Zealand,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP04,G4,P06,2022-03-30 00:00:00,4529,241,267,Wilone O\'Kielt,Delish,Hyderabad,New Zealand,APAC,Eclairs,Bites,LARGE,2.24
SP13,G1,P22,2021-06-09 00:00:00,847,11,36,Jan Morforth,Delish,Wellington,India,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP24,G6,P13,2021-01-15 00:00:00,8757,68,417,Roddy Speechley,Delish,Seattle,UK,Europe,85% Dark Bars,Bars,SMALL,0.64
SP14,G1,P01,2021-11-11 00:00:00,1113,180,102,Dotty Strutley,Delish,Wellington,India,APAC,Milk Bars,Bars,LARGE,1.52
SP09,G6,P11,2022-02-01 00:00:00,4697,309,214,Andria Kimpton,Jucies,Hyderabad,UK,Europe,After Nines,Bites,LARGE,4.43
SP09,G5,P19,2021-05-06 00:00:00,4137,231,180,Andria Kimpton,Jucies,Hyderabad,Australia,APAC,70% Dark Bites,Bites,SMALL,4.97
SP01,G3,P02,2022-02-07 00:00:00,9912,152,413,Barr Faughny,Yummies,Hyderabad,Canada,Americas,50% Dark Bites,Bites,LARGE,2.57
SP16,G6,P17,2021-10-05 00:00:00,8232,107,749,Marney O\'Breen,Jucies,Wellington,UK,Europe,Caramel Stuffed Bars,Bars,SMALL,0.54
SP16,G4,P13,2021-01-11 00:00:00,8624,53,454,Marney O\'Breen,Jucies,Wellington,New Zealand,APAC,85% Dark Bars,Bars,SMALL,0.64
SP22,G1,P01,2021-10-29 00:00:00,8932,56,993,Jehu Rudeforth,,Seattle,India,APAC,Milk Bars,Bars,LARGE,1.52
SP18,G5,P04,2021-02-15 00:00:00,4739,108,297,Madelene Upcott,Jucies,Wellington,Australia,APAC,Raspberry Choco,Bars,LARGE,4.09
SP16,G2,P13,2021-08-09 00:00:00,3010,40,159,Marney O\'Breen,Jucies,Wellington,USA,Americas,85% Dark Bars,Bars,SMALL,0.64
SP21,G2,P05,2022-01-20 00:00:00,6993,15,389,Mallorie Waber,,Seattle,USA,Americas,Mint Chip Choco,Bars,LARGE,1.54
SP22,G6,P13,2021-12-07 00:00:00,5635,74,282,Jehu Rudeforth,,Seattle,UK,Europe,85% Dark Bars,Bars,SMALL,0.64
SP17,G5,P09,2021-09-24 00:00:00,10661,17,1333,Rafaelita Blaksland,,Wellington,Australia,APAC,Orange Choco,Bars,LARGE,7.14
SP09,G4,P18,2021-01-01 00:00:00,5782,217,579,Andria Kimpton,Jucies,Hyderabad,New Zealand,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP20,G6,P09,2021-11-22 00:00:00,11095,10,1387,Oby Sorrel,Jucies,Seattle,UK,Europe,Orange Choco,Bars,LARGE,7.14
SP17,G6,P11,2021-12-20 00:00:00,17136,151,902,Rafaelita Blaksland,,Wellington,UK,Europe,After Nines,Bites,LARGE,4.43
SP02,G1,P01,2022-03-30 00:00:00,8876,445,888,Dennison Crosswaite,Yummies,Hyderabad,India,APAC,Milk Bars,Bars,LARGE,1.52
SP01,G1,P17,2021-09-20 00:00:00,3066,170,236,Barr Faughny,Yummies,Hyderabad,India,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP17,G1,P01,2021-07-08 00:00:00,2926,124,293,Rafaelita Blaksland,,Wellington,India,APAC,Milk Bars,Bars,LARGE,1.52
SP18,G3,P13,2021-05-21 00:00:00,3710,44,186,Madelene Upcott,Jucies,Wellington,Canada,Americas,85% Dark Bars,Bars,SMALL,0.64
SP03,G4,P08,2022-01-19 00:00:00,1624,82,136,Gunar Cockshoot,Yummies,Hyderabad,New Zealand,APAC,99% Dark & Pure,Bars,LARGE,2.47
SP04,G4,P17,2021-10-14 00:00:00,2044,134,158,Wilone O\'Kielt,Delish,Hyderabad,New Zealand,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP05,G2,P09,2021-10-07 00:00:00,7105,408,711,Gigi Bohling,Delish,Hyderabad,USA,Americas,Orange Choco,Bars,LARGE,7.14
SP07,G1,P06,2021-07-22 00:00:00,357,153,24,Kaine Padly,Delish,Hyderabad,India,APAC,Eclairs,Bites,LARGE,2.24
SP07,G4,P19,2021-09-09 00:00:00,3234,43,141,Kaine Padly,Delish,Hyderabad,New Zealand,APAC,70% Dark Bites,Bites,SMALL,4.97
SP23,G1,P03,2021-06-30 00:00:00,13370,260,1216,Van Tuxwell,Yummies,Seattle,India,APAC,Almond Choco,Bars,LARGE,9.6
SP17,G3,P13,2021-02-22 00:00:00,2870,75,137,Rafaelita Blaksland,,Wellington,Canada,Americas,85% Dark Bars,Bars,SMALL,0.64
SP09,G3,P01,2021-10-19 00:00:00,3024,37,336,Andria Kimpton,Jucies,Hyderabad,Canada,Americas,Milk Bars,Bars,LARGE,1.52
SP19,G1,P07,2022-03-28 00:00:00,12299,13,535,Beverie Moffet,Jucies,Seattle,India,APAC,Drinking Coco,Other,LARGE,1.62
SP20,G3,P17,2021-03-05 00:00:00,3626,88,330,Oby Sorrel,Jucies,Seattle,Canada,Americas,Caramel Stuffed Bars,Bars,SMALL,0.54
SP08,G4,P03,2022-01-10 00:00:00,3773,564,291,Ches Bonnell,,Hyderabad,New Zealand,APAC,Almond Choco,Bars,LARGE,9.6
SP25,G4,P08,2021-04-28 00:00:00,1176,192,84,Camilla Castle,Delish,Seattle,New Zealand,APAC,99% Dark & Pure,Bars,LARGE,2.47
SP17,G5,P17,2021-05-07 00:00:00,3913,63,392,Rafaelita Blaksland,,Wellington,Australia,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP01,G6,P11,2021-09-09 00:00:00,4620,200,220,Barr Faughny,Yummies,Hyderabad,UK,Europe,After Nines,Bites,LARGE,4.43
SP22,G5,P22,2021-07-21 00:00:00,3647,128,166,Jehu Rudeforth,,Seattle,Australia,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP23,G5,P17,2021-03-22 00:00:00,2457,190,224,Van Tuxwell,Yummies,Seattle,Australia,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP24,G5,P04,2021-01-06 00:00:00,3682,43,205,Roddy Speechley,Delish,Seattle,Australia,APAC,Raspberry Choco,Bars,LARGE,4.09
SP18,G3,P17,2021-08-06 00:00:00,4130,295,318,Madelene Upcott,Jucies,Wellington,Canada,Americas,Caramel Stuffed Bars,Bars,SMALL,0.54
SP06,G6,P05,2021-06-25 00:00:00,7973,18,420,Curtice Advani,Delish,Hyderabad,UK,Europe,Mint Chip Choco,Bars,LARGE,1.54
SP03,G6,P20,2021-08-11 00:00:00,1778,139,119,Gunar Cockshoot,Yummies,Hyderabad,UK,Europe,Smooth Sliky Salty,Bars,SMALL,2.97
SP22,G3,P07,2021-01-08 00:00:00,3346,69,134,Jehu Rudeforth,,Seattle,Canada,Americas,Drinking Coco,Other,LARGE,1.62
SP15,G6,P22,2021-06-09 00:00:00,4193,153,191,Kelci Walkden,Yummies,Wellington,UK,Europe,Peanut Butter Cubes,Bites,SMALL,3.57
SP17,G1,P22,2021-01-01 00:00:00,4508,188,181,Rafaelita Blaksland,,Wellington,India,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP21,G1,P11,2021-02-24 00:00:00,6167,52,309,Mallorie Waber,,Seattle,India,APAC,After Nines,Bites,LARGE,4.43
SP18,G3,P03,2021-12-17 00:00:00,4522,66,323,Madelene Upcott,Jucies,Wellington,Canada,Americas,Almond Choco,Bars,LARGE,9.6
SP02,G4,P07,2021-11-02 00:00:00,1008,136,46,Dennison Crosswaite,Yummies,Hyderabad,New Zealand,APAC,Drinking Coco,Other,LARGE,1.62
SP24,G4,P07,2021-09-21 00:00:00,3059,17,133,Roddy Speechley,Delish,Seattle,New Zealand,APAC,Drinking Coco,Other,LARGE,1.62
SP13,G6,P05,2021-12-27 00:00:00,1330,159,84,Jan Morforth,Delish,Wellington,UK,Europe,Mint Chip Choco,Bars,LARGE,1.54
SP07,G4,P10,2021-02-22 00:00:00,2065,45,122,Kaine Padly,Delish,Hyderabad,New Zealand,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP22,G3,P22,2021-02-15 00:00:00,812,87,33,Jehu Rudeforth,,Seattle,Canada,Americas,Peanut Butter Cubes,Bites,SMALL,3.57
SP24,G3,P18,2022-01-24 00:00:00,161,293,21,Roddy Speechley,Delish,Seattle,Canada,Americas,Manuka Honey Choco,Other,SMALL,4.75
SP21,G5,P20,2022-02-16 00:00:00,6804,237,426,Mallorie Waber,,Seattle,Australia,APAC,Smooth Sliky Salty,Bars,SMALL,2.97
SP02,G1,P11,2021-12-07 00:00:00,6034,331,318,Dennison Crosswaite,Yummies,Hyderabad,India,APAC,After Nines,Bites,LARGE,4.43
SP22,G6,P11,2021-01-21 00:00:00,3220,176,170,Jehu Rudeforth,,Seattle,UK,Europe,After Nines,Bites,LARGE,4.43
SP13,G4,P10,2021-12-09 00:00:00,5684,80,300,Jan Morforth,Delish,Wellington,New Zealand,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP14,G3,P15,2021-09-28 00:00:00,2387,88,89,Dotty Strutley,Delish,Wellington,Canada,Americas,Baker\'s Choco Chips,Bars,SMALL,3.4
SP13,G1,P07,2021-08-20 00:00:00,4956,193,226,Jan Morforth,Delish,Wellington,India,APAC,Drinking Coco,Other,LARGE,1.62
SP11,G2,P05,2021-03-04 00:00:00,7021,281,413,Husein Augar,Yummies,Wellington,USA,Americas,Mint Chip Choco,Bars,LARGE,1.54
SP20,G3,P19,2021-04-05 00:00:00,140,491,7,Oby Sorrel,Jucies,Seattle,Canada,Americas,70% Dark Bites,Bites,SMALL,4.97
SP03,G3,P01,2021-07-07 00:00:00,17885,32,1626,Gunar Cockshoot,Yummies,Hyderabad,Canada,Americas,Milk Bars,Bars,LARGE,1.52
SP11,G2,P12,2021-10-19 00:00:00,5649,21,236,Husein Augar,Yummies,Wellington,USA,Americas,Fruit & Nut Bars,Bars,LARGE,1.58
SP23,G1,P20,2021-10-21 00:00:00,10038,265,558,Van Tuxwell,Yummies,Seattle,India,APAC,Smooth Sliky Salty,Bars,SMALL,2.97
SP20,G4,P03,2021-03-04 00:00:00,686,81,63,Oby Sorrel,Jucies,Seattle,New Zealand,APAC,Almond Choco,Bars,LARGE,9.6
SP05,G6,P11,2022-01-19 00:00:00,4634,180,232,Gigi Bohling,Delish,Hyderabad,UK,Europe,After Nines,Bites,LARGE,4.43
SP13,G1,P12,2021-09-23 00:00:00,6433,24,269,Jan Morforth,Delish,Wellington,India,APAC,Fruit & Nut Bars,Bars,LARGE,1.58
SP12,G3,P10,2021-12-08 00:00:00,574,271,31,Karlen McCaffrey,Yummies,Wellington,Canada,Americas,Spicy Special Slims,Bites,LARGE,5.79
SP08,G2,P15,2022-01-05 00:00:00,7574,173,292,Ches Bonnell,,Hyderabad,USA,Americas,Baker\'s Choco Chips,Bars,SMALL,3.4
SP22,G4,P18,2021-11-11 00:00:00,2058,29,258,Jehu Rudeforth,,Seattle,New Zealand,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP09,G1,P08,2021-03-23 00:00:00,6643,75,511,Andria Kimpton,Jucies,Hyderabad,India,APAC,99% Dark & Pure,Bars,LARGE,2.47
SP14,G1,P15,2021-02-04 00:00:00,5313,266,205,Dotty Strutley,Delish,Wellington,India,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP01,G1,P20,2022-02-22 00:00:00,4424,486,246,Barr Faughny,Yummies,Hyderabad,India,APAC,Smooth Sliky Salty,Bars,SMALL,2.97
SP18,G4,P12,2021-07-07 00:00:00,2107,265,92,Madelene Upcott,Jucies,Wellington,New Zealand,APAC,Fruit & Nut Bars,Bars,LARGE,1.58
SP09,G6,P16,2021-07-29 00:00:00,3073,13,513,Andria Kimpton,Jucies,Hyderabad,UK,Europe,Organic Choco Syrup,Other,SMALL,1.47
SP19,G2,P11,2021-09-17 00:00:00,3122,107,165,Beverie Moffet,Jucies,Seattle,USA,Americas,After Nines,Bites,LARGE,4.43
SP19,G3,P22,2021-10-21 00:00:00,8967,175,374,Beverie Moffet,Jucies,Seattle,Canada,Americas,Peanut Butter Cubes,Bites,SMALL,3.57
SP18,G6,P18,2021-10-12 00:00:00,7875,88,875,Madelene Upcott,Jucies,Wellington,UK,Europe,Manuka Honey Choco,Other,SMALL,4.75
SP12,G5,P04,2021-05-21 00:00:00,777,14,44,Karlen McCaffrey,Yummies,Wellington,Australia,APAC,Raspberry Choco,Bars,LARGE,4.09
SP09,G2,P16,2021-01-11 00:00:00,8022,82,1003,Andria Kimpton,Jucies,Hyderabad,USA,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP15,G1,P16,2022-01-24 00:00:00,12110,153,1514,Kelci Walkden,Yummies,Wellington,India,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP15,G5,P10,2021-08-31 00:00:00,833,11,42,Kelci Walkden,Yummies,Wellington,Australia,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP22,G4,P05,2021-01-12 00:00:00,3094,40,194,Jehu Rudeforth,,Seattle,New Zealand,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP16,G5,P03,2021-04-07 00:00:00,2835,198,219,Marney O\'Breen,Jucies,Wellington,Australia,APAC,Almond Choco,Bars,LARGE,9.6
SP14,G5,P11,2021-02-12 00:00:00,126,297,7,Dotty Strutley,Delish,Wellington,Australia,APAC,After Nines,Bites,LARGE,4.43
SP25,G3,P16,2021-09-24 00:00:00,8904,45,1484,Camilla Castle,Delish,Seattle,Canada,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP03,G6,P03,2021-12-17 00:00:00,6573,100,506,Gunar Cockshoot,Yummies,Hyderabad,UK,Europe,Almond Choco,Bars,LARGE,9.6
SP20,G6,P01,2021-11-04 00:00:00,539,169,45,Oby Sorrel,Jucies,Seattle,UK,Europe,Milk Bars,Bars,LARGE,1.52
SP17,G6,P03,2021-01-19 00:00:00,2772,95,231,Rafaelita Blaksland,,Wellington,UK,Europe,Almond Choco,Bars,LARGE,9.6
SP06,G2,P07,2021-12-01 00:00:00,1554,100,65,Curtice Advani,Delish,Hyderabad,USA,Americas,Drinking Coco,Other,LARGE,1.62
SP03,G5,P05,2021-08-30 00:00:00,175,80,11,Gunar Cockshoot,Yummies,Hyderabad,Australia,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP20,G5,P22,2021-11-23 00:00:00,10346,180,450,Oby Sorrel,Jucies,Seattle,Australia,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP12,G4,P16,2021-03-02 00:00:00,1897,129,238,Karlen McCaffrey,Yummies,Wellington,New Zealand,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP09,G6,P01,2021-12-13 00:00:00,5040,124,459,Andria Kimpton,Jucies,Hyderabad,UK,Europe,Milk Bars,Bars,LARGE,1.52
SP22,G1,P17,2022-02-24 00:00:00,3115,248,312,Jehu Rudeforth,,Seattle,India,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP08,G6,P13,2021-10-19 00:00:00,2842,6,143,Ches Bonnell,,Hyderabad,UK,Europe,85% Dark Bars,Bars,SMALL,0.64
SP23,G3,P03,2021-09-13 00:00:00,707,289,59,Van Tuxwell,Yummies,Seattle,Canada,Americas,Almond Choco,Bars,LARGE,9.6
SP23,G2,P22,2021-02-09 00:00:00,5271,235,230,Van Tuxwell,Yummies,Seattle,USA,Americas,Peanut Butter Cubes,Bites,SMALL,3.57
SP24,G4,P04,2021-04-07 00:00:00,5558,79,371,Roddy Speechley,Delish,Seattle,New Zealand,APAC,Raspberry Choco,Bars,LARGE,4.09
SP10,G2,P06,2021-04-13 00:00:00,2989,165,214,Brien Boise,Jucies,Wellington,USA,Americas,Eclairs,Bites,LARGE,2.24
SP01,G3,P04,2021-01-05 00:00:00,3262,124,182,Barr Faughny,Yummies,Hyderabad,Canada,Americas,Raspberry Choco,Bars,LARGE,4.09
SP06,G3,P04,2021-12-01 00:00:00,3563,250,238,Curtice Advani,Delish,Hyderabad,Canada,Americas,Raspberry Choco,Bars,LARGE,4.09
SP15,G5,P13,2021-04-19 00:00:00,14574,427,694,Kelci Walkden,Yummies,Wellington,Australia,APAC,85% Dark Bars,Bars,SMALL,0.64
SP11,G3,P16,2021-05-28 00:00:00,5705,14,815,Husein Augar,Yummies,Wellington,Canada,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP19,G4,P15,2021-03-19 00:00:00,4543,289,190,Beverie Moffet,Jucies,Seattle,New Zealand,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP11,G4,P11,2022-02-17 00:00:00,2443,494,123,Husein Augar,Yummies,Wellington,New Zealand,APAC,After Nines,Bites,LARGE,4.43
SP22,G4,P10,2021-02-08 00:00:00,10290,50,515,Jehu Rudeforth,,Seattle,New Zealand,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP05,G6,P17,2021-08-10 00:00:00,2184,23,219,Gigi Bohling,Delish,Hyderabad,UK,Europe,Caramel Stuffed Bars,Bars,SMALL,0.54
SP09,G5,P02,2021-10-19 00:00:00,10829,74,402,Andria Kimpton,Jucies,Hyderabad,Australia,APAC,50% Dark Bites,Bites,LARGE,2.57
SP05,G1,P16,2021-09-27 00:00:00,413,213,59,Gigi Bohling,Delish,Hyderabad,India,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP19,G3,P03,2021-05-20 00:00:00,12677,188,1057,Beverie Moffet,Jucies,Seattle,Canada,Americas,Almond Choco,Bars,LARGE,9.6
SP06,G6,P06,2022-01-10 00:00:00,1344,202,90,Curtice Advani,Delish,Hyderabad,UK,Europe,Eclairs,Bites,LARGE,2.24
SP18,G3,P16,2021-04-22 00:00:00,3906,245,558,Madelene Upcott,Jucies,Wellington,Canada,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP14,G2,P15,2022-03-21 00:00:00,4795,99,185,Dotty Strutley,Delish,Wellington,USA,Americas,Baker\'s Choco Chips,Bars,SMALL,3.4
SP20,G6,P06,2021-06-15 00:00:00,2940,2,196,Oby Sorrel,Jucies,Seattle,UK,Europe,Eclairs,Bites,LARGE,2.24
SP09,G3,P11,2021-09-03 00:00:00,5726,33,261,Andria Kimpton,Jucies,Hyderabad,Canada,Americas,After Nines,Bites,LARGE,4.43
SP02,G1,P12,2021-12-01 00:00:00,13223,167,551,Dennison Crosswaite,Yummies,Hyderabad,India,APAC,Fruit & Nut Bars,Bars,LARGE,1.58
SP15,G2,P22,2021-01-26 00:00:00,7903,21,330,Kelci Walkden,Yummies,Wellington,USA,Americas,Peanut Butter Cubes,Bites,SMALL,3.57
SP13,G1,P16,2021-12-20 00:00:00,4515,32,565,Jan Morforth,Delish,Wellington,India,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP25,G4,P19,2022-01-14 00:00:00,2352,59,103,Camilla Castle,Delish,Seattle,New Zealand,APAC,70% Dark Bites,Bites,SMALL,4.97
SP14,G5,P17,2021-03-16 00:00:00,8617,93,663,Dotty Strutley,Delish,Wellington,Australia,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP17,G4,P15,2021-08-10 00:00:00,4228,32,177,Rafaelita Blaksland,,Wellington,New Zealand,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP10,G2,P11,2021-04-13 00:00:00,700,299,37,Brien Boise,Jucies,Wellington,USA,Americas,After Nines,Bites,LARGE,4.43
SP21,G2,P19,2021-03-04 00:00:00,6496,65,283,Mallorie Waber,,Seattle,USA,Americas,70% Dark Bites,Bites,SMALL,4.97
SP13,G5,P19,2022-02-07 00:00:00,4753,38,207,Jan Morforth,Delish,Wellington,Australia,APAC,70% Dark Bites,Bites,SMALL,4.97
SP19,G3,P16,2022-03-29 00:00:00,11081,320,1583,Beverie Moffet,Jucies,Seattle,Canada,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP23,G3,P13,2021-01-07 00:00:00,5243,31,276,Van Tuxwell,Yummies,Seattle,Canada,Americas,85% Dark Bars,Bars,SMALL,0.64
SP13,G4,P05,2022-02-10 00:00:00,798,146,50,Jan Morforth,Delish,Wellington,New Zealand,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP06,G6,P15,2021-07-23 00:00:00,4151,281,160,Curtice Advani,Delish,Hyderabad,UK,Europe,Baker\'s Choco Chips,Bars,SMALL,3.4
SP17,G5,P14,2021-09-01 00:00:00,7854,92,786,Rafaelita Blaksland,,Wellington,Australia,APAC,White Choc,Other,SMALL,0.16
SP18,G3,P10,2021-12-24 00:00:00,4438,87,234,Madelene Upcott,Jucies,Wellington,Canada,Americas,Spicy Special Slims,Bites,LARGE,5.79
SP23,G2,P06,2021-05-07 00:00:00,1428,26,84,Van Tuxwell,Yummies,Seattle,USA,Americas,Eclairs,Bites,LARGE,2.24
SP11,G3,P15,2021-07-30 00:00:00,3059,112,118,Husein Augar,Yummies,Wellington,Canada,Americas,Baker\'s Choco Chips,Bars,SMALL,3.4
SP25,G1,P22,2022-02-21 00:00:00,9569,254,383,Camilla Castle,Delish,Seattle,India,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP25,G2,P13,2022-02-28 00:00:00,6461,165,324,Camilla Castle,Delish,Seattle,USA,Americas,85% Dark Bars,Bars,SMALL,0.64
SP16,G5,P17,2021-01-28 00:00:00,14651,111,1127,Marney O\'Breen,Jucies,Wellington,Australia,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP07,G5,P14,2021-10-29 00:00:00,3983,4,443,Kaine Padly,Delish,Hyderabad,Australia,APAC,White Choc,Other,SMALL,0.16
SP15,G5,P18,2021-10-27 00:00:00,5705,123,571,Kelci Walkden,Yummies,Wellington,Australia,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP11,G5,P06,2021-01-13 00:00:00,5124,211,342,Husein Augar,Yummies,Wellington,Australia,APAC,Eclairs,Bites,LARGE,2.24
SP09,G2,P19,2021-03-03 00:00:00,203,80,9,Andria Kimpton,Jucies,Hyderabad,USA,Americas,70% Dark Bites,Bites,SMALL,4.97
SP12,G1,P13,2021-10-18 00:00:00,378,40,18,Karlen McCaffrey,Yummies,Wellington,India,APAC,85% Dark Bars,Bars,SMALL,0.64
SP09,G1,P06,2022-02-22 00:00:00,9408,194,588,Andria Kimpton,Jucies,Hyderabad,India,APAC,Eclairs,Bites,LARGE,2.24
SP15,G3,P18,2021-04-07 00:00:00,5096,141,567,Kelci Walkden,Yummies,Wellington,Canada,Americas,Manuka Honey Choco,Other,SMALL,4.75
SP05,G4,P07,2021-02-09 00:00:00,6888,185,276,Gigi Bohling,Delish,Hyderabad,New Zealand,APAC,Drinking Coco,Other,LARGE,1.62
SP22,G1,P14,2021-05-20 00:00:00,1295,150,130,Jehu Rudeforth,,Seattle,India,APAC,White Choc,Other,SMALL,0.16
SP15,G5,P15,2021-09-01 00:00:00,7497,160,300,Kelci Walkden,Yummies,Wellington,Australia,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
